video_number,vimeo_link,nº do projecto,nome,tema,sample_1,sample_2,sample_3,sample_4,sample_5,remarks,consistency,performer_category,upload_date,location,keywords,voice
913,https://vimeo.com/198488320,360,Adélia Garcia,"""Era uma vez uma pastora""","1 performers (Solo, conf: 0.86)","2 performers (Duo, conf: 0.61)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.82)",Mostly consistent (80%),80,solo (1),2017-01-07,,"Cantadeira, tradicional, popular, cantares",voz
914,https://vimeo.com/198543585,360,Adélia Garcia,"""Estando na minha Varanda""","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2017-01-08,,"Cantadeira, tradicional, popular, cantares",voz
915,https://vimeo.com/198487030,360,Adélia Garcia,"""Estrompa Albardas""","2 performers (Duo, conf: 0.63)","2 performers (Duo, conf: 0.68)","2 performers (Duo, conf: 0.69)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.84)",Mostly consistent (60%),60,duo (2),2017-01-07,,"Cantadeira, tradicional, popular, cantares",voz
916,https://vimeo.com/34174588,360,Adélia Garcia,"""Fonte do Salgueirinho""","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.81)",Consistent (100%),100,duo (2),2011-12-24,,"Cantadeira, tradicional, popular, cantares",voz
917,https://vimeo.com/198365882,360,Adélia Garcia,"""Fui um dia a passear em Lisboa""","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2017-01-06,,"Cantadeira, tradicional, popular, cantares",voz
918,https://vimeo.com/172390255,360,Adélia Garcia,"""Grândola, Vila Morena""","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2016-06-27,,"Cantadeira, tradicional, popular, cantares",voz
919,https://vimeo.com/198397362,360,Adélia Garcia,"""Henriqueta""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.84)",Consistent (100%),100,solo (1),2017-01-06,,"Cantadeira, tradicional, popular, cantares",voz
920,https://vimeo.com/198473859,360,Adélia Garcia,"""Muito chorei eu no Domingo à Tarde""","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2017-01-07,,"Cantadeira, tradicional, popular, cantares",voz
921,https://vimeo.com/198662508,360,Adélia Garcia,"""Oh Emilia""","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.88)",Consistent (100%),100,duo (2),2017-01-09,,"Cantadeira, tradicional, popular, cantares",voz
922,https://vimeo.com/198360894,360,Adélia Garcia,"""O pastor de Manuel Aires""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2017-01-06,,"Cantadeira, tradicional, popular, cantares",voz
923,https://vimeo.com/198486582,360,Adélia Garcia,"""Tengo la jaqueta rota""","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2017-01-07,,"Cantadeira, tradicional, popular, cantares",voz
924,https://vimeo.com/198391983,360,Adélia Garcia,"""Todos me querem""","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2017-01-06,,"Cantadeira, tradicional, popular, cantares",voz
925,https://vimeo.com/198494348,360,Adélia Garcia,"""Vou ao restaurante""","1 performers (Solo, conf: 0.40)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2017-01-07,,"Cantadeira, tradicional, popular, cantares",voz
926,https://vimeo.com/655613827,360,Adélia Garcia,"""Corina sai à Janela""","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2021-12-11,,"Cantadeira, tradicional, popular, cantares",voz
927,https://vimeo.com/655613914,360,Adélia Garcia,"""Era uma vez um homem pobre""","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.84)",Consistent (100%),100,solo (1),2021-12-11,,"Cantadeira, tradicional, popular, cantares",voz
928,https://vimeo.com/444477514,360,Adélia Garcia,"""Lar Português"" de Amália Rodrigues","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2020-08-04,,"Cantadeira, tradicional, popular, cantares",voz
929,https://vimeo.com/395427531,360,Adélia Garcia,"""Lava a roupa lavadeira""","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.70)","1 performers (Solo, conf: 0.78)",Consistent (100%),100,solo (1),2020-03-04,,"Cantadeira, tradicional, popular, cantares",voz
930,https://vimeo.com/272452799,360,Adélia Garcia,"""La Çarandilheira","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2018-05-29,,"Cantadeira, tradicional, popular, cantares",voz
931,https://vimeo.com/331548097,360,Adélia Garcia,"""Vem comigo ao rossio""","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.80)",Consistent (100%),100,solo (1),2019-04-20,,"Cantadeira, tradicional, popular, cantares",voz
932,https://vimeo.com/297312053,360,Adélia Garcia,"""Vou-te esta carta escrever""","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.82)",Consistent (100%),100,solo (1),2018-10-26,,"Cantadeira, tradicional, popular, cantares",voz
933,https://vimeo.com/476308640,360,Adélia Garcia,"""Tengo la jaqueta rota""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.71)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2020-11-06,,"Cantadeira, tradicional, popular, cantares",voz
934,https://vimeo.com/34174588,360,Adélia Garcia,Fonte do Salgueirinho,"2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.83)",Consistent (100%),100,duo (2),2011-12-24,,"Cantadeira, tradicional, popular, cantares",Voz
935,https://vimeo.com/72452896,360,Adélia Garcia,Só nós dois é que sabemos de Tony de Matos,"2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)",Consistent (100%),100,duo (2),2013-08-15,,"Cantadeira, tradicional, popular, cantares",Voz
936,https://vimeo.com/72455195,360,Adélia Garcia,À porta da Belandrona,"2 performers (Duo, conf: 0.61)","2 performers (Duo, conf: 0.64)","2 performers (Duo, conf: 0.65)","1 performers (Solo, conf: 0.87)","2 performers (Duo, conf: 0.60)",Mostly consistent (80%),80,duo (2),2013-08-15,,"Cantadeira, tradicional, popular, cantares",Voz
937,https://vimeo.com/78157928,360,Adélia Garcia,Conta histórias da sua vida,"1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.87)",Consistent (100%),100,solo (1),2013-10-30,,"Cantadeira, tradicional, popular, cantares, história",Voz
938,https://vimeo.com/56502046,360,Adélia Garcia,Fia e canta,"2 performers (Duo, conf: 0.52)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.77)",Mostly consistent (80%),80,solo (1),2012-12-30,,"Cantadeira, tradicional, popular, cantiga, fiar",Voz
939,https://vimeo.com/198492745,360,Adélia Garcia,"""Cantiga do pai em espanhol""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.86)",Consistent (100%),100,solo (1),2017-01-07,,"Cantadeira, tradicional, popular, cantares",Voz
940,https://vimeo.com/82712523,360,Adélia Garcia,"Cantiga sem nome, gravada no dia de Natal de 2013","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2013-12-26,,"Cantadeira, tradicional, popular, cantares",Voz
941,https://vimeo.com/162491273,360,Adélia Garcia,Zuca truca,"1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2016-04-12,,"Cantadeira, tradicional, popular, cantares",Voz
942,https://vimeo.com/1017542050,360,DPAGDP | Processo de aprendizagem de uma dança de roda ensinada por Adélia Garcia,,"2 performers (Duo, conf: 0.67)","2 performers (Duo, conf: 0.79)",No frame found,"1 performers (Solo, conf: 0.61)","1 performers (Solo, conf: 0.83)",Inconsistent - Manual review required (50%),50,solo (1),2024-10-08,,"Cantadeira, tradicional, popular, cantares, dança",voz
943,https://vimeo.com/34160142,361,"Banda Filarmónica da Associação Cultural de Vila Real de Santo António com Grupo Coral ""Tavira""",,"1 performers (Solo, conf: 0.29)",No frame found,No frame found,"1 performers (Solo, conf: 0.28)",No frame found,Consistent (100%),100,solo (1),2011-12-24,,"coral, filarmónica","Voz, clarinete,"
944,https://vimeo.com/34247001,362,Coelho Radioactivo,Música feita para FIREWORKS de Tiago Pereira,"1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2011-12-27,,Canção,viola acústica
945,https://vimeo.com/34345250,363,IN TENTO Trio,Fragmentos Liquidos,"2 performers (Duo, conf: 0.29)","2 performers (Duo, conf: 0.40)","1 performers (Solo, conf: 0.33)","3 performers (Small Group, conf: 0.33)","3 performers (Small Group, conf: 0.41)",Inconsistent - Manual review required (40%),40,small group (3-5),2011-12-29,,Jazz de Fusão Minimalista,"Piano, Contrabaixo, bateria"
946,https://vimeo.com/34340676,363,IN TENTO Trio,Resignação,"3 performers (Small Group, conf: 0.58)","4 performers (Small Group, conf: 0.53)","4 performers (Small Group, conf: 0.53)","4 performers (Small Group, conf: 0.51)","4 performers (Small Group, conf: 0.44)",Mostly consistent (80%),80,small group (3-5),2011-12-29,,Jazz de Fusão Minimalista,"Piano, Contrabaixo, bateria"
947,https://vimeo.com/34349459,364,Fernando Pessanha,Diagnóstico,"1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.66)","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.73)",Consistent (100%),100,solo (1),2011-12-29,,,Piano
948,https://vimeo.com/34348912,364,Fernando Pessanha,Memórias,"1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.59)",Consistent (100%),100,solo (1),2011-12-29,,,Piano
949,https://vimeo.com/34349260,364,Fernando Pessanha,O Nosso mundinho,"2 performers (Duo, conf: 0.47)","1 performers (Solo, conf: 0.66)","2 performers (Duo, conf: 0.45)","1 performers (Solo, conf: 0.63)","1 performers (Solo, conf: 0.66)",Mostly consistent (60%),60,solo (1),2011-12-29,,,Piano
950,https://vimeo.com/34404556,365,Luís Alves Castelo,Lisboa não sejas Francesa,"2 performers (Duo, conf: 0.52)","1 performers (Solo, conf: 0.65)","1 performers (Solo, conf: 0.74)","1 performers (Solo, conf: 0.67)","1 performers (Solo, conf: 0.61)",Mostly consistent (80%),80,solo (1),2011-12-31,,Popular,Acordeão
951,https://vimeo.com/53219745,366,Carlos Batista,Cantam as filhas da Rosa,"2 performers (Duo, conf: 0.70)","2 performers (Duo, conf: 0.67)","2 performers (Duo, conf: 0.72)","3 performers (Small Group, conf: 0.54)","2 performers (Duo, conf: 0.69)",Mostly consistent (80%),80,duo (2),2012-11-10,,tradicional,"Voz, sanfona"
952,https://vimeo.com/40124271,366,Carlos Batista,Chamarrita do meio,"1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)",Consistent (100%),100,solo (1),2012-04-10,,,"Voz, viola Toeira"
953,https://vimeo.com/156381475,366,Carlos Batista,Esboço para a roda dos afogados,"1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.89)",Consistent (100%),100,solo (1),2016-02-23,,,"Voz, viola viola campaniça"
954,https://vimeo.com/156545435,366,Carlos Batista,"""Frederica""","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.86)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2016-02-24,,,Viola viola campaniça
955,https://vimeo.com/258048348,366,Carlos Batista,“Conversas com Campaniça” - Episódio 02,"1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.89)",No frame found,"1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2018-03-01,,,"Voz, viola viola campaniça"
956,https://vimeo.com/166494408,366,Carlos Batista,Improvisação,"1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.89)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2016-05-13,,,viola campaniça
957,https://vimeo.com/34684431,366,Carlos Batista,Quadras do repertório da Viola campaniça,"1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2012-01-06,,,"Voz, viola acústica"
958,https://vimeo.com/399230406,366,Carlos Batista,"""Quando o tempo chegar""","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.83)","2 performers (Duo, conf: 0.58)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.82)",Mostly consistent (80%),80,solo (1),2020-03-20,,,"cavaquinho, voz"
959,https://vimeo.com/34706118,367,Adriano da Lage,O cigarro é um amigo,"6 performers (Large Group, conf: 0.64)","2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.87)",Mostly consistent (80%),80,duo (2),2012-01-07,,,Voz
960,https://vimeo.com/34707594,368,Adriano da Lage com Maria da Loja e Fernando do Poço,Meninas de Currais,No frame found,"2 performers (Duo, conf: 0.68)","3 performers (Small Group, conf: 0.67)","4 performers (Small Group, conf: 0.64)","2 performers (Duo, conf: 0.83)",Inconsistent - Manual review required (50%),50,duo (2),2012-01-07,,,Voz
961,https://vimeo.com/34869130,369,Fafner,Black Box,"4 performers (Small Group, conf: 0.59)","3 performers (Small Group, conf: 0.64)","4 performers (Small Group, conf: 0.55)","4 performers (Small Group, conf: 0.53)","3 performers (Small Group, conf: 0.42)",Mostly consistent (60%),60,small group (3-5),2012-01-10,,,"Voz, bateria, guitarra electrica, baixo"
962,https://vimeo.com/214574628,370,Pierre Aderne,"""Tu não sabes o que é o amor""","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.94)",Consistent (100%),100,solo (1),2017-04-24,,"jazz, bossa nova, world music","Voz, viola acústica"
963,https://vimeo.com/661128828,370,Pierre Aderne,"""Sou do Brasil""","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)",Consistent (100%),100,solo (1),2021-12-30,,"jazz, bossa nova, world music","voz, viola acústica"
964,https://vimeo.com/214746697,370,Pierre Aderne,"""Ela era linda""","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.94)","1 performers (Solo, conf: 0.93)","1 performers (Solo, conf: 0.94)",Consistent (100%),100,solo (1),2017-04-25,,"jazz, bossa nova, world music","Voz, viola acústica"
965,https://vimeo.com/34876562,370,Pierre Aderne,Fado dos Barcos,"1 performers (Solo, conf: 0.65)","2 performers (Duo, conf: 0.51)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.72)","2 performers (Duo, conf: 0.52)",Mostly consistent (60%),60,solo (1),2012-01-10,,"jazz, bossa nova, world music","Voz, viola acústica"
966,https://vimeo.com/34878156,370,Pierre Aderne,Um Lugar p'ra Ficar,"1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.79)",Consistent (100%),100,solo (1),2012-01-10,,"jazz, bossa nova, world music","Voz, viola acústica"
